gene_id,canonical_transcript
ENSG00000135549.10,ENST00000258014.3
ENSG00000135597.14,ENST00000258062.5
ENSG00000135720.8,ENST00000258198.2
ENSG00000135486.13,ENST00000340913.6
ENSG00000135423.8,ENST00000311966.4
ENSG00000135932.6,ENST00000258418.5
ENSG00000135912.6,ENST00000392102.1
ENSG00000135945.5,ENST00000258428.3
ENSG00000136048.9,ENST00000258534.8
ENSG00000135976.12,ENST00000420699.2
ENSG00000135899.12,ENST00000258381.6
ENSG00000135924.11,ENST00000336576.5
ENSG00000136010.9,ENST00000258494.9
ENSG00000135972.4,ENST00000258455.3
ENSG00000135951.10,ENST00000393483.3
ENSG00000136155.12,ENST00000349847.3
ENSG00000135926.8,ENST00000444881.1
ENSG00000136144.7,ENST00000378302.2
ENSG00000136002.12,ENST00000326016.5
ENSG00000135902.5,ENST00000258385.3
ENSG00000136003.11,ENST00000311893.9
ENSG00000135903.14,ENST00000392069.2
ENSG00000136237.14,ENST00000344041.6
ENSG00000136114.11,ENST00000258613.4
ENSG00000135913.6,ENST00000258399.3
ENSG00000135775.9,ENST00000366669.4
ENSG00000136052.5,ENST00000258538.3
ENSG00000135821.12,ENST00000311223.5
ENSG00000136160.10,ENST00000377211.4
ENSG00000136059.10,ENST00000283713.6
ENSG00000136235.11,ENST00000381990.2
ENSG00000136152.10,ENST00000349995.5
ENSG00000136206.3,ENST00000258704.3
ENSG00000136147.12,ENST00000378319.3
ENSG00000136159.3,ENST00000258662.2
ENSG00000135835.6,ENST00000367588.4
ENSG00000135778.7,ENST00000366628.5
ENSG00000136021.13,ENST00000360820.2
ENSG00000135916.11,ENST00000326427.6
ENSG00000135973.1,ENST00000258456.1
ENSG00000136193.12,ENST00000434476.2
ENSG00000136108.10,ENST00000378037.5
ENSG00000136051.9,ENST00000332180.5
ENSG00000135870.7,ENST00000367696.2
ENSG00000136156.8,ENST00000378565.5
ENSG00000135824.8,ENST00000258302.4
ENSG00000136153.15,ENST00000465261.2
ENSG00000135960.5,ENST00000258443.2
ENSG00000136104.14,ENST00000336617.3
ENSG00000135842.12,ENST00000367511.3
ENSG00000136158.6,ENST00000377102.1
ENSG00000135968.15,ENST00000309863.6
ENSG00000135829.12,ENST00000367549.3
ENSG00000135914.5,ENST00000258400.3
ENSG00000135801.5,ENST00000258281.2
ENSG00000135925.4,ENST00000258411.3
ENSG00000136141.10,ENST00000389797.3
ENSG00000135999.7,ENST00000258484.6
ENSG00000136143.9,ENST00000378654.3
ENSG00000136149.6,ENST00000484130.1
ENSG00000135766.8,ENST00000366641.3
ENSG00000135956.4,ENST00000258439.3
ENSG00000135898.5,ENST00000392040.1
ENSG00000136098.12,ENST00000400357.2
ENSG00000135773.8,ENST00000271971.2
ENSG00000135919.8,ENST00000447280.2
ENSG00000135929.4,ENST00000258415.4
ENSG00000135828.7,ENST00000367559.3
ENSG00000136068.10,ENST00000490882.1
ENSG00000135776.4,ENST00000344517.4
ENSG00000135862.5,ENST00000258341.4
ENSG00000135931.13,ENST00000349938.4
ENSG00000136100.8,ENST00000378060.4
ENSG00000136146.10,ENST00000258648.2
ENSG00000136238.13,ENST00000356142.4
ENSG00000136161.8,ENST00000344532.3
ENSG00000135940.2,ENST00000258424.2
ENSG00000136014.7,ENST00000258499.3
ENSG00000135847.5,ENST00000367595.3
ENSG00000136169.12,ENST00000317257.8
ENSG00000135905.14,ENST00000258390.7
ENSG00000136167.9,ENST00000398576.2
ENSG00000135974.5,ENST00000258457.2
ENSG00000135837.11,ENST00000367607.3
ENSG00000135917.9,ENST00000258403.3
ENSG00000135845.5,ENST00000367728.1
ENSG00000136231.9,ENST00000258729.3
ENSG00000136011.10,ENST00000388887.2
ENSG00000136213.7,ENST00000258711.6
ENSG00000136044.7,ENST00000551662.1
ENSG00000136197.8,ENST00000431882.2
ENSG00000136111.8,ENST00000377636.3
ENSG00000136040.4,ENST00000258526.4
ENSG00000135930.9,ENST00000258416.3
ENSG00000136110.8,ENST00000377962.3
ENSG00000136205.12,ENST00000398879.1
ENSG00000136045.7,ENST00000412830.3
ENSG00000135838.9,ENST00000367553.1
ENSG00000136122.11,ENST00000390667.5
ENSG00000136026.9,ENST00000378026.4
ENSG00000135823.9,ENST00000258301.5
ENSG00000135900.3,ENST00000258383.3
ENSG00000135966.8,ENST00000393359.2
ENSG00000135953.6,ENST00000258436.5
ENSG00000136099.9,ENST00000377942.3
ENSG00000136514.2,ENST00000259030.2
ENSG00000136250.7,ENST00000258749.5
ENSG00000136694.8,ENST00000259211.6
ENSG00000136717.10,ENST00000316724.5
ENSG00000136826.10,ENST00000374672.4
ENSG00000136758.14,ENST00000326799.3
ENSG00000136327.6,ENST00000258829.5
ENSG00000136379.7,ENST00000258884.4
ENSG00000136720.6,ENST00000259241.6
ENSG00000136542.4,ENST00000259056.4
ENSG00000136383.6,ENST00000258888.5
ENSG00000136630.11,ENST00000366903.6
ENSG00000136378.10,ENST00000388820.4
ENSG00000136367.12,ENST00000419474.3
ENSG00000136319.7,ENST00000258821.3
ENSG00000136754.12,ENST00000376142.2
ENSG00000136827.11,ENST00000351698.4
ENSG00000136275.6,ENST00000258776.4
ENSG00000136696.6,ENST00000259213.4
ENSG00000136444.5,ENST00000258955.2
ENSG00000136457.5,ENST00000508540.1
ENSG00000136261.10,ENST00000433922.2
ENSG00000136274.8,ENST00000490531.2
ENSG00000136574.13,ENST00000335135.4
ENSG00000136490.4,ENST00000259006.3
ENSG00000136243.12,ENST00000258742.5
ENSG00000136715.13,ENST00000357702.5
ENSG00000136381.8,ENST00000258886.8
ENSG00000136819.10,ENST00000372447.3
ENSG00000136279.14,ENST00000468694.1
ENSG00000136273.7,ENST00000258774.5
ENSG00000136450.8,ENST00000258962.4
ENSG00000136463.7,ENST00000258975.6
ENSG00000136244.7,ENST00000404625.1
ENSG00000136718.5,ENST00000259239.3
ENSG00000136295.10,ENST00000258796.7
ENSG00000136535.10,ENST00000389554.3
ENSG00000136425.8,ENST00000258930.3
ENSG00000136731.8,ENST00000259253.6
ENSG00000136603.9,ENST00000458537.3
ENSG00000136697.8,ENST00000393197.2
ENSG00000136436.10,ENST00000448105.2
ENSG00000136824.14,ENST00000286398.7
ENSG00000136315.3,ENST00000258817.2
ENSG00000136631.8,ENST00000369130.3
ENSG00000136451.4,ENST00000581208.1
ENSG00000136709.7,ENST00000322313.4
ENSG00000136689.14,ENST00000259206.5
ENSG00000136485.10,ENST00000415273.2
ENSG00000136710.5,ENST00000259229.2
ENSG00000136802.7,ENST00000259324.5
ENSG00000136546.9,ENST00000409855.1
ENSG00000136541.10,ENST00000397283.2
ENSG00000136643.7,ENST00000366960.3
ENSG00000136634.5,ENST00000423557.1
ENSG00000136560.9,ENST00000392749.2
ENSG00000136297.10,ENST00000404774.3
ENSG00000136816.11,ENST00000259339.2
ENSG00000136492.4,ENST00000259008.2
ENSG00000136653.15,ENST00000355294.4
ENSG00000136573.8,ENST00000259089.4
ENSG00000136270.9,ENST00000258770.3
ENSG00000136521.8,ENST00000259037.3
ENSG00000136682.10,ENST00000259199.4
ENSG00000136770.6,ENST00000376980.3
ENSG00000136280.11,ENST00000381112.3
ENSG00000136750.7,ENST00000376261.3
ENSG00000136504.7,ENST00000259021.4
ENSG00000136738.10,ENST00000377524.3
ENSG00000136628.13,ENST00000366923.3
ENSG00000136305.7,ENST00000336557.5
ENSG00000136810.8,ENST00000374517.5
ENSG00000136522.9,ENST00000476781.1
ENSG00000136240.5,ENST00000258739.4
ENSG00000136371.5,ENST00000258874.3
ENSG00000136286.10,ENST00000258787.7
ENSG00000136732.10,ENST00000259254.4
ENSG00000136478.3,ENST00000258991.3
ENSG00000136488.10,ENST00000316193.8
ENSG00000136271.6,ENST00000258772.5
ENSG00000136636.8,ENST00000259154.4
ENSG00000136527.13,ENST00000453386.2
ENSG00000136518.12,ENST00000429709.2
ENSG00000136698.4,ENST00000259216.4
ENSG00000136811.12,ENST00000434106.3
ENSG00000136404.11,ENST00000322019.9
ENSG00000136247.10,ENST00000396706.2
ENSG00000136695.10,ENST00000393200.2
ENSG00000136813.10,ENST00000259335.4
ENSG00000136807.7,ENST00000373264.4
ENSG00000136688.6,ENST00000259205.4
ENSG00000136536.10,ENST00000259050.4
ENSG00000136487.13,ENST00000332800.7
ENSG00000136531.9,ENST00000357398.3
ENSG00000136267.9,ENST00000403951.2
ENSG00000136783.9,ENST00000374767.4
ENSG00000136352.13,ENST00000354822.5
ENSG00000136448.7,ENST00000592782.1
ENSG00000136699.15,ENST00000409031.1
ENSG00000136449.9,ENST00000323776.5
ENSG00000136840.14,ENST00000335791.5
ENSG00000137075.13,ENST00000259605.6
ENSG00000136982.5,ENST00000313655.4
ENSG00000136938.8,ENST00000339399.4
ENSG00000137166.10,ENST00000373060.1
ENSG00000137200.8,ENST00000373451.4
ENSG00000136861.13,ENST00000349780.4
ENSG00000137055.10,ENST00000397292.3
ENSG00000136932.9,ENST00000375119.3
ENSG00000136854.13,ENST00000373302.3
ENSG00000136940.9,ENST00000259467.4
ENSG00000136834.2,ENST00000259357.2
ENSG00000137070.13,ENST00000555003.1
ENSG00000137073.16,ENST00000379238.1
ENSG00000137154.8,ENST00000380394.4
ENSG00000136866.9,ENST00000374227.3
ENSG00000136830.7,ENST00000373312.3
ENSG00000136935.9,ENST00000373555.4
ENSG00000136895.14,ENST00000373387.4
ENSG00000137142.4,ENST00000377694.1
ENSG00000137207.7,ENST00000372422.2
ENSG00000136937.8,ENST00000375147.3
ENSG00000136868.9,ENST00000374212.4
ENSG00000136870.6,ENST00000339664.2
ENSG00000137261.9,ENST00000378214.3
ENSG00000137101.8,ENST00000396757.1
ENSG00000137145.16,ENST00000602925.1
ENSG00000136933.12,ENST00000373538.3
ENSG00000137171.10,ENST00000259708.3
ENSG00000137216.14,ENST00000259746.9
ENSG00000137074.14,ENST00000379813.3
ENSG00000137076.14,ENST00000314888.9
ENSG00000136869.13,ENST00000355622.6
ENSG00000136939.1,ENST00000259466.1
ENSG00000136997.10,ENST00000377970.2
ENSG00000137100.11,ENST00000259632.7
ENSG00000136891.9,ENST00000374902.4
ENSG00000136881.7,ENST00000259407.2
ENSG00000136928.4,ENST00000259455.2
ENSG00000137218.6,ENST00000373018.3
ENSG00000137077.3,ENST00000259607.2
ENSG00000136859.5,ENST00000373425.3
ENSG00000136877.10,ENST00000373247.2
ENSG00000137210.9,ENST00000379542.5
ENSG00000137204.10,ENST00000372585.5
ENSG00000137094.10,ENST00000453597.3
ENSG00000136918.3,ENST00000373574.1
ENSG00000136942.10,ENST00000348462.3
ENSG00000136944.13,ENST00000355497.5
ENSG00000137177.14,ENST00000259711.6
ENSG00000136943.6,ENST00000259470.5
ENSG00000137221.10,ENST00000372445.5
ENSG00000136888.6,ENST00000374050.3
ENSG00000137185.7,ENST00000425468.2
ENSG00000136986.5,ENST00000259512.4
ENSG00000137266.10,ENST00000406686.3
ENSG00000136856.13,ENST00000373371.3
ENSG00000137106.13,ENST00000318158.6
ENSG00000136874.6,ENST00000259400.6
ENSG00000137198.5,ENST00000259727.4
ENSG00000136878.8,ENST00000315480.4
ENSG00000137251.11,ENST00000259782.4
ENSG00000137098.9,ENST00000340291.2
ENSG00000137161.12,ENST00000372836.4
ENSG00000137040.8,ENST00000259569.5
ENSG00000137038.7,ENST00000358227.4
ENSG00000137259.2,ENST00000259791.2
ENSG00000136828.14,ENST00000259351.5
ENSG00000136999.4,ENST00000259526.3
ENSG00000136908.13,ENST00000314392.8
ENSG00000137168.7,ENST00000373699.5
ENSG00000137103.12,ENST00000377988.2
ENSG00000136931.5,ENST00000373588.4
ENSG00000137252.5,ENST00000370862.3
ENSG00000137090.7,ENST00000382276.3
ENSG00000136960.8,ENST00000259486.6
ENSG00000136883.8,ENST00000374118.3
ENSG00000136842.9,ENST00000259365.4
ENSG00000137133.6,ENST00000259667.5
ENSG00000136930.8,ENST00000259457.3
ENSG00000136950.9,ENST00000353214.2
ENSG00000136936.6,ENST00000375128.4
ENSG00000137054.11,ENST00000377798.4
ENSG00000137033.7,ENST00000381434.3
ENSG00000137124.6,ENST00000377698.3
ENSG00000136872.13,ENST00000374855.4
ENSG00000137193.9,ENST00000373509.5
ENSG00000136839.1,ENST00000259362.1
ENSG00000137203.6,ENST00000379604.2
ENSG00000137225.8,ENST00000398776.1
ENSG00000136875.8,ENST00000374198.4
ENSG00000136925.10,ENST00000341170.4
ENSG00000137265.10,ENST00000380956.4
ENSG00000137135.13,ENST00000378387.3
ENSG00000137080.4,ENST00000380225.1
ENSG00000136848.12,ENST00000259371.2
ENSG00000136897.6,ENST00000374865.4
ENSG00000136929.8,ENST00000259456.3
ENSG00000136867.6,ENST00000259392.3
ENSG00000137078.4,ENST00000259608.3
ENSG00000137463.4,ENST00000398955.1
ENSG00000137700.12,ENST00000357590.5
ENSG00000137509.6,ENST00000393399.2
ENSG00000137767.9,ENST00000260324.7
ENSG00000137502.5,ENST00000533486.1
ENSG00000137707.9,ENST00000356018.2
ENSG00000137473.13,ENST00000325106.4
ENSG00000137309.15,ENST00000447654.1
ENSG00000137409.14,ENST00000373616.5
ENSG00000137413.11,ENST00000372977.3
ENSG00000137720.3,ENST00000260276.3
ENSG00000137766.12,ENST00000260323.11
ENSG00000137642.8,ENST00000260197.7
ENSG00000137486.12,ENST00000420843.2
ENSG00000137494.9,ENST00000393392.2
ENSG00000137807.9,ENST00000260363.4
ENSG00000137745.7,ENST00000260302.3
ENSG00000137474.15,ENST00000409709.3
ENSG00000137504.9,ENST00000527447.1
ENSG00000137809.12,ENST00000315757.7
ENSG00000137496.13,ENST00000404792.1
ENSG00000137802.9,ENST00000456763.2
ENSG00000137441.7,ENST00000259989.6
ENSG00000137776.12,ENST00000380516.2
ENSG00000137699.12,ENST00000341846.5
ENSG00000137393.8,ENST00000259939.3
ENSG00000137648.12,ENST00000437212.3
ENSG00000137815.10,ENST00000389629.4
ENSG00000137414.5,ENST00000259963.3
ENSG00000137628.12,ENST00000393743.3
ENSG00000137478.10,ENST00000409418.4
ENSG00000137760.10,ENST00000428149.2
ENSG00000137310.7,ENST00000376257.3
ENSG00000137691.8,ENST00000434758.2
ENSG00000137675.4,ENST00000260229.4
ENSG00000137411.12,ENST00000541562.1
ENSG00000137710.10,ENST00000405097.1
ENSG00000137462.6,ENST00000260010.6
ENSG00000137714.2,ENST00000260270.2
ENSG00000137500.5,ENST00000529689.1
ENSG00000137801.9,ENST00000260356.5
ENSG00000137674.3,ENST00000260228.2
ENSG00000137507.7,ENST00000407242.2
ENSG00000137672.8,ENST00000344327.3
ENSG00000137270.10,ENST00000259803.7
ENSG00000137709.5,ENST00000260264.4
ENSG00000137522.13,ENST00000361756.3
ENSG00000137285.9,ENST00000259818.7
ENSG00000137574.6,ENST00000260129.5
ENSG00000137727.8,ENST00000260283.4
ENSG00000137364.4,ENST00000309983.4
ENSG00000137713.11,ENST00000311129.5
ENSG00000137558.3,ENST00000260113.2
ENSG00000137312.10,ENST00000376389.3
ENSG00000137731.9,ENST00000292079.2
ENSG00000137752.18,ENST00000533400.1
ENSG00000137601.11,ENST00000507142.1
ENSG00000137764.15,ENST00000178640.5
ENSG00000137513.5,ENST00000281038.5
ENSG00000137692.7,ENST00000260247.5
ENSG00000137491.10,ENST00000289575.5
ENSG00000137434.7,ENST00000259983.3
ENSG00000137575.7,ENST00000260130.4
ENSG00000137274.8,ENST00000380379.5
ENSG00000137673.4,ENST00000260227.4
ENSG00000137571.6,ENST00000260126.4
ENSG00000137757.6,ENST00000393141.2
ENSG00000137804.8,ENST00000559596.1
ENSG00000137726.11,ENST00000526014.1
ENSG00000137547.4,ENST00000260102.4
ENSG00000137492.3,ENST00000260045.3
ENSG00000137501.12,ENST00000354566.3
ENSG00000137812.15,ENST00000346991.5
ENSG00000137563.7,ENST00000260118.6
ENSG00000137267.5,ENST00000333628.3
ENSG00000137656.7,ENST00000260210.4
ENSG00000137693.9,ENST00000282441.5
ENSG00000137288.5,ENST00000607484.1
ENSG00000137561.4,ENST00000260116.4
ENSG00000137449.11,ENST00000538197.1
ENSG00000137573.9,ENST00000260128.4
ENSG00000137770.9,ENST00000260327.4
ENSG00000137497.13,ENST00000393695.3
ENSG00000137634.5,ENST00000375478.3
ENSG00000137460.4,ENST00000511601.1
ENSG00000137808.12,ENST00000557966.1
ENSG00000137817.12,ENST00000569795.1
ENSG00000137338.4,ENST00000405948.2
ENSG00000137269.10,ENST00000370888.1
ENSG00000137404.10,ENST00000259953.4
ENSG00000137747.10,ENST00000524993.1
ENSG00000137806.4,ENST00000260361.4
ENSG00000137273.3,ENST00000259806.1
ENSG00000137343.13,ENST00000330083.5
ENSG00000137275.9,ENST00000259808.4
ENSG00000137440.3,ENST00000382333.1
ENSG00000137392.5,ENST00000259938.2
ENSG00000137337.10,ENST00000376406.3
ENSG00000137331.11,ENST00000259874.5
ENSG00000137814.5,ENST00000260372.3
ENSG00000138180.11,ENST00000371485.3
ENSG00000138138.9,ENST00000308448.7
ENSG00000138231.8,ENST00000260803.4
ENSG00000137872.11,ENST00000316364.5
ENSG00000138095.14,ENST00000260665.7
ENSG00000138080.9,ENST00000380320.4
ENSG00000138193.10,ENST00000371380.3
ENSG00000137834.10,ENST00000288840.5
ENSG00000137868.14,ENST00000563965.1
ENSG00000138297.9,ENST00000260867.4
ENSG00000137845.10,ENST00000260408.3
ENSG00000138135.5,ENST00000371852.2
ENSG00000137842.2,ENST00000260403.2
ENSG00000137857.13,ENST00000321429.4
ENSG00000138161.8,ENST00000368904.1
ENSG00000137825.6,ENST00000260386.5
ENSG00000138073.9,ENST00000260643.2
ENSG00000137968.12,ENST00000370855.5
ENSG00000137992.10,ENST00000370132.4
ENSG00000138172.6,ENST00000260743.5
ENSG00000138294.9,ENST00000358559.2
ENSG00000138050.10,ENST00000505747.1
ENSG00000138271.4,ENST00000260843.4
ENSG00000138152.7,ENST00000260723.4
ENSG00000137860.7,ENST00000347644.3
ENSG00000137996.8,ENST00000260563.4
ENSG00000138039.10,ENST00000294954.7
ENSG00000138175.8,ENST00000260746.5
ENSG00000137819.9,ENST00000340965.3
ENSG00000137821.7,ENST00000560369.1
ENSG00000137976.7,ENST00000370665.3
ENSG00000137955.11,ENST00000319942.3
ENSG00000137959.11,ENST00000370751.5
ENSG00000138078.11,ENST00000409936.1
ENSG00000138061.7,ENST00000260630.3
ENSG00000137960.5,ENST00000370759.3
ENSG00000137942.12,ENST00000271234.7
ENSG00000138246.11,ENST00000260818.6
ENSG00000138131.3,ENST00000260702.3
ENSG00000138018.13,ENST00000260585.7
ENSG00000138074.10,ENST00000310574.3
ENSG00000137843.7,ENST00000560346.1
ENSG00000137947.7,ENST00000370500.5
ENSG00000138030.8,ENST00000260599.6
ENSG00000138101.14,ENST00000406818.3
ENSG00000137869.9,ENST00000396402.1
ENSG00000138111.10,ENST00000238936.4
ENSG00000138075.7,ENST00000260645.1
ENSG00000138185.12,ENST00000371207.3
ENSG00000138115.9,ENST00000371270.3
ENSG00000137818.7,ENST00000260379.6
ENSG00000137824.11,ENST00000260385.6
ENSG00000137948.14,ENST00000362005.3
ENSG00000137965.6,ENST00000370747.4
ENSG00000138085.12,ENST00000380171.3
ENSG00000137822.8,ENST00000564079.1
ENSG00000137878.12,ENST00000380569.2
ENSG00000138293.15,ENST00000452682.1
ENSG00000138092.6,ENST00000380834.2
ENSG00000138190.12,ENST00000260762.6
ENSG00000138068.6,ENST00000260637.3
ENSG00000137875.4,ENST00000260442.3
ENSG00000137936.12,ENST00000370244.1
ENSG00000138071.9,ENST00000377982.4
ENSG00000137841.7,ENST00000260402.3
ENSG00000138136.5,ENST00000370193.2
ENSG00000138207.8,ENST00000371467.1
ENSG00000138109.9,ENST00000260682.6
ENSG00000138069.12,ENST00000409784.3
ENSG00000137871.15,ENST00000267807.7
ENSG00000137831.10,ENST00000322954.6
ENSG00000137876.5,ENST00000260443.4
ENSG00000138100.9,ENST00000296098.4
ENSG00000137941.12,ENST00000260505.8
ENSG00000137975.7,ENST00000370565.4
ENSG00000138029.9,ENST00000317799.5
ENSG00000138031.10,ENST00000260600.5
ENSG00000138160.4,ENST00000260731.3
ENSG00000138041.11,ENST00000345102.5
ENSG00000138036.14,ENST00000260605.8
ENSG00000138166.5,ENST00000369583.3
ENSG00000138286.10,ENST00000242505.6
ENSG00000138279.11,ENST00000372919.4
ENSG00000138162.13,ENST00000369005.1
ENSG00000137877.8,ENST00000320955.6
ENSG00000138028.10,ENST00000402394.1
ENSG00000137970.7,ENST00000468715.1
ENSG00000137962.8,ENST00000260526.6
ENSG00000138107.7,ENST00000369905.4
ENSG00000138079.9,ENST00000260649.6
ENSG00000138182.10,ENST00000260753.4
ENSG00000138119.12,ENST00000359263.4
ENSG00000137944.12,ENST00000260508.4
ENSG00000138134.7,ENST00000371926.3
ENSG00000138032.16,ENST00000282412.4
ENSG00000138083.3,ENST00000260653.3
ENSG00000137880.4,ENST00000260447.4
ENSG00000138081.15,ENST00000403359.3
ENSG00000138002.10,ENST00000260570.3
ENSG00000138035.10,ENST00000447944.2
ENSG00000138315.8,ENST00000334011.5
ENSG00000138449.6,ENST00000261024.2
ENSG00000138496.12,ENST00000360356.2
ENSG00000138759.13,ENST00000264895.6
ENSG00000138640.10,ENST00000264344.5
ENSG00000138316.6,ENST00000373208.1
ENSG00000138621.7,ENST00000342932.3
ENSG00000138375.8,ENST00000357276.4
ENSG00000138642.10,ENST00000264346.7
ENSG00000138495.2,ENST00000261070.2
ENSG00000138356.9,ENST00000374700.2
ENSG00000138685.8,ENST00000264498.3
ENSG00000138592.9,ENST00000433963.1
ENSG00000138308.5,ENST00000373032.3
ENSG00000138400.8,ENST00000374412.3
ENSG00000138430.11,ENST00000284719.3
ENSG00000138778.7,ENST00000265148.3
ENSG00000138614.10,ENST00000420799.2
ENSG00000138448.7,ENST00000261023.3
ENSG00000138617.10,ENST00000261888.6
ENSG00000138668.14,ENST00000313899.7
ENSG00000138593.4,ENST00000559471.1
ENSG00000138756.13,ENST00000335016.5
ENSG00000138303.13,ENST00000342444.4
ENSG00000138386.12,ENST00000337386.5
ENSG00000138379.4,ENST00000260950.4
ENSG00000138658.11,ENST00000505019.1
ENSG00000138653.5,ENST00000264363.2
ENSG00000138771.10,ENST00000296043.6
ENSG00000138669.5,ENST00000395578.1
ENSG00000138698.10,ENST00000339360.5
ENSG00000138382.9,ENST00000260953.5
ENSG00000138623.5,ENST00000261918.4
ENSG00000138650.7,ENST00000264360.5
ENSG00000138483.1,ENST00000261058.1
ENSG00000138735.11,ENST00000354960.3
ENSG00000138777.15,ENST00000341695.5
ENSG00000138622.3,ENST00000261917.3
ENSG00000138696.6,ENST00000440890.2
ENSG00000138395.10,ENST00000450471.2
ENSG00000138755.5,ENST00000264888.5
ENSG00000138385.11,ENST00000409333.1
ENSG00000138768.10,ENST00000538159.1
ENSG00000138738.6,ENST00000264808.3
ENSG00000138613.9,ENST00000261879.5
ENSG00000138660.7,ENST00000274000.5
ENSG00000138442.5,ENST00000261015.4
ENSG00000138688.11,ENST00000264501.4
ENSG00000138757.10,ENST00000359707.4
ENSG00000138587.5,ENST00000260453.3
ENSG00000138472.6,ENST00000261047.3
ENSG00000138336.8,ENST00000373644.4
ENSG00000138378.13,ENST00000392320.2
ENSG00000138744.10,ENST00000286733.4
ENSG00000138376.6,ENST00000260947.4
ENSG00000138760.4,ENST00000264896.2
ENSG00000138347.11,ENST00000358913.5
ENSG00000138772.8,ENST00000264908.6
ENSG00000138741.6,ENST00000379645.3
ENSG00000138663.4,ENST00000264389.2
ENSG00000138641.11,ENST00000402738.1
ENSG00000138463.8,ENST00000261038.5
ENSG00000138434.12,ENST00000431877.2
ENSG00000138606.15,ENST00000290894.8
ENSG00000138443.11,ENST00000261017.5
ENSG00000138363.10,ENST00000236959.9
ENSG00000138670.12,ENST00000264400.2
ENSG00000138413.9,ENST00000415913.1
ENSG00000138380.13,ENST00000402905.3
ENSG00000138758.7,ENST00000264893.6
ENSG00000138709.13,ENST00000326639.6
ENSG00000138326.14,ENST00000440692.1
ENSG00000138459.4,ENST00000492406.1
ENSG00000138381.5,ENST00000260952.4
ENSG00000138769.6,ENST00000429927.2
ENSG00000138346.10,ENST00000399180.2
ENSG00000138615.4,ENST00000261883.4
ENSG00000138646.4,ENST00000264350.3
ENSG00000138433.11,ENST00000342016.3
ENSG00000138411.6,ENST00000260983.3
ENSG00000138604.5,ENST00000261858.2
ENSG00000138674.12,ENST00000395310.2
ENSG00000138398.11,ENST00000260970.3
ENSG00000138399.13,ENST00000453153.2
ENSG00000138722.5,ENST00000394980.1
ENSG00000138767.8,ENST00000264903.4
ENSG00000138435.10,ENST00000261007.5
ENSG00000138600.5,ENST00000261854.5
ENSG00000138629.11,ENST00000567435.1
ENSG00000138764.9,ENST00000316355.5
ENSG00000138684.3,ENST00000264497.3
ENSG00000138750.10,ENST00000264883.3
ENSG00000138639.13,ENST00000395184.1
ENSG00000138468.11,ENST00000394095.2
ENSG00000138675.12,ENST00000312465.7
ENSG00000138311.11,ENST00000410046.3
ENSG00000138678.6,ENST00000395226.2
ENSG00000138686.5,ENST00000264499.4
ENSG00000138594.8,ENST00000308580.7
ENSG00000138439.10,ENST00000392238.2
ENSG00000139180.6,ENST00000266544.5
ENSG00000139540.7,ENST00000266980.4
ENSG00000139546.6,ENST00000266987.2
ENSG00000138821.8,ENST00000394833.2
ENSG00000138867.12,ENST00000407471.3
ENSG00000139410.10,ENST00000403593.4
ENSG00000139370.6,ENST00000266771.5
ENSG00000139154.10,ENST00000398864.3
ENSG00000139194.3,ENST00000266560.3
ENSG00000138944.7,ENST00000381176.4
ENSG00000139433.5,ENST00000318348.4
ENSG00000139233.2,ENST00000266604.2
ENSG00000139044.6,ENST00000266383.5
ENSG00000139330.5,ENST00000266719.3
ENSG00000139178.6,ENST00000266542.4
ENSG00000139200.9,ENST00000540656.1
ENSG00000138794.5,ENST00000265164.2
ENSG00000139163.11,ENST00000266517.4
ENSG00000139146.9,ENST00000337682.4
ENSG00000139223.1,ENST00000266594.1
ENSG00000139197.6,ENST00000434354.2
ENSG00000139193.3,ENST00000266557.3
ENSG00000139263.7,ENST00000320743.3
ENSG00000139364.6,ENST00000299308.3
ENSG00000139278.5,ENST00000266659.3
ENSG00000139372.10,ENST00000392872.3
ENSG00000139508.10,ENST00000380814.4
ENSG00000139445.13,ENST00000299162.5
ENSG00000138780.10,ENST00000515279.1
ENSG00000139329.4,ENST00000266718.4
ENSG00000139209.11,ENST00000447411.1
ENSG00000139266.5,ENST00000266643.5
ENSG00000139318.7,ENST00000279488.7
ENSG00000138823.8,ENST00000457717.1
ENSG00000139116.13,ENST00000361418.5
ENSG00000139517.6,ENST00000316334.3
ENSG00000139117.9,ENST00000331366.5
ENSG00000139220.12,ENST00000549396.1
ENSG00000139192.7,ENST00000266556.7
ENSG00000139131.8,ENST00000324868.8
ENSG00000138814.12,ENST00000394854.3
ENSG00000139291.9,ENST00000266673.5
ENSG00000139289.9,ENST00000266671.5
ENSG00000139324.7,ENST00000266712.6
ENSG00000139438.5,ENST00000538780.1
ENSG00000139304.8,ENST00000266688.5
ENSG00000139174.6,ENST00000455697.1
ENSG00000138964.12,ENST00000444313.3
ENSG00000138796.11,ENST00000603302.1
ENSG00000139505.10,ENST00000381801.5
ENSG00000139514.8,ENST00000380752.5
ENSG00000138829.6,ENST00000508053.1
ENSG00000139155.4,ENST00000381552.1
ENSG00000138792.5,ENST00000265162.5
ENSG00000139132.10,ENST00000427716.2
ENSG00000139083.6,ENST00000396373.4
ENSG00000138813.5,ENST00000326581.4
ENSG00000139405.11,ENST00000548278.1
ENSG00000139173.5,ENST00000266534.3
ENSG00000138795.5,ENST00000265165.1
ENSG00000139133.2,ENST00000266483.2
